"Dato";"Kategori";"Underkategori";"Tekst";"Beløb";"Saldo";"Status";"Afstemt"
"13.01.2025";"Tøj, sko og personlig pleje                                                   ";"Tøj/sko                                                                       ";"XEROSHOES.EU\ \PRAGUE\";"-693,64";"29.176,37";"Udført";"Nej"
"14.01.2025";"Øvrige udgifter                                                               ";"Elartikler/hvidevarer                                                         ";"LOOMISP*Phoneklinik Ap\ \Ko...";"-149,00";"29.027,37";"Udført";"Nej"
"14.01.2025";"Fornøjelser og fritid                                                         ";"Cykel/tilbehør                                                                ";"CYKELEXPERTEN.DK\ \VANLOSE\";"-538,00";"28.489,37";"Udført";"Nej"
"14.01.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"AMZN Digital*ZD81X93A1\ \88...";"-109,21";"28.380,16";"Udført";"Nej"
"14.01.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-1,64";"28.378,52";"Udført";"Nej"
"14.01.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"RPSTRENGTH\ \RPSTRENGTH.CO\";"-255,61";"28.122,91";"Udført";"Nej"
"14.01.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-3,83";"28.119,08";"Udført";"Nej"
"14.01.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"sportsmagneter.dk  mGGpi";"-238,00";"27.881,08";"Udført";"Nej"
"15.01.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-1.500,00";"26.381,08";"Udført";"Nej"
"16.01.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Orion Shanti Dals...";"300,00";"26.681,08";"Udført";"Nej"
"17.01.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Ingeniørforeningen 40260";"-3.200,00";"23.481,08";"Udført";"Nej"
"20.01.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Børne- og Ungeydelse";"4.742,00";"28.223,08";"Udført";"Nej"
"20.01.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Børnepenge - PRM";"-2.327,00";"25.896,08";"Udført";"Nej"
"20.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            47045";"-22,00";"25.874,08";"Udført";"Nej"
"20.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            97340";"-23,75";"25.850,33";"Udført";"Nej"
"20.01.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Gamma NV           02019";"-140,00";"25.710,33";"Udført";"Nej"
"20.01.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Kösk Kebab Food Ap 91027";"-62,00";"25.648,33";"Udført";"Nej"
"21.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            23850";"-36,80";"25.611,53";"Udført";"Nej"
"22.01.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"LOOMISP*Restaurant Kos\ \Ko...";"-318,00";"25.293,53";"Udført";"Nej"
"23.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            46596";"-22,00";"25.271,53";"Udført";"Nej"
"23.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            87924";"-22,00";"25.249,53";"Udført";"Nej"
"25.01.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Silas Stoltenberg...";"1.450,00";"26.699,53";"Udført";"Nej"
"27.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            62450";"-25,00";"26.674,53";"Udført";"Nej"
"27.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            03149";"-97,00";"26.577,53";"Udført";"Nej"
"27.01.2025";"Dagligvarer                                                                   ";"Supermarked                                                                   ";"Netto Tårnby Torv  81313";"-42,00";"26.535,53";"Udført";"Nej"
"27.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            61375";"-22,00";"26.513,53";"Udført";"Nej"
"27.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            08735";"-22,00";"26.491,53";"Udført";"Nej"
"28.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"SKANETRAFIKEN APP\ \KRISTIA...";"-20,98";"26.470,55";"Udført";"Nej"
"28.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"SKANETRAFIKEN APP\ \KRISTIA...";"-39,35";"26.431,20";"Udført";"Nej"
"28.01.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"LANGA BRYGGAN BJARRED\ \BJA...";"-131,16";"26.300,04";"Udført";"Nej"
"28.01.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"LANGA BRYGGAN BJARRED\ \BJA...";"-552,87";"25.747,17";"Udført";"Nej"
"28.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"SKANETRAFIKEN APP\ \KRISTIA...";"-20,98";"25.726,19";"Udført";"Nej"
"29.01.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-1.000,00";"24.726,19";"Udført";"Nej"
"29.01.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Copenhagen Coffee  21789";"-349,00";"24.377,19";"Udført";"Nej"
"29.01.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Copenhagen Coffee  53061";"-39,00";"24.338,19";"Udført";"Nej"
"29.01.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Copenhagen Coffee  62985";"-35,00";"24.303,19";"Udført";"Nej"
"30.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            55566";"-22,00";"24.281,19";"Udført";"Nej"
"30.01.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            03362";"-22,00";"24.259,19";"Udført";"Nej"
"31.01.2025";"Løn og pension                                                                ";"Løn                                                                           ";"LØNOVERFØRSEL";"45.906,00";"70.165,19";"Udført";"Nej"
"31.01.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Nedbetaling huslån - PRM";"-8.947,08";"61.218,11";"Udført";"Nej"
"31.01.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Huslån - PRM";"-8.947,08";"52.271,03";"Udført";"Nej"
"03.02.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"3 Danmark\ \Koebenhavn SV\";"-261,76";"52.009,27";"Udført";"Nej"
"03.02.2025";"Øvrige udgifter                                                               ";"Telefon                                                                       ";"hiper.dk           54721";"-339,00";"51.670,27";"Udført";"Nej"
"03.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"iCloud Fastefæll.udgifte";"69,00";"51.739,27";"Udført";"Nej"
"03.02.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Dagligvarer - PRM";"-3.500,00";"48.239,27";"Udført";"Nej"
"03.02.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Vuggestue - PRM";"-2.010,50";"46.228,77";"Udført";"Nej"
"03.02.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Ejendommensskat - PRM";"-1.224,50";"45.004,27";"Udført";"Nej"
"03.02.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"El, vand og varme - PRM";"-1.084,00";"43.920,27";"Udført";"Nej"
"03.02.2025";"Personforsikringer                                                            ";"Ulykkesforsikring                                                             ";"Ulykkesforsikring";"-539,50";"43.380,77";"Udført";"Nej"
"03.02.2025";"Bolig                                                                         ";"Husforsikring                                                                 ";"Hus, indboforsikr - PRM";"-347,00";"43.033,77";"Udført";"Nej"
"03.02.2025";"Transport                                                                     ";"Bilforsikring                                                                 ";"Bilforsikr, afgift - PRM";"-250,00";"42.783,77";"Udført";"Nej"
"03.02.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Spotify, iCloud - PRM";"-97,00";"42.686,77";"Udført";"Nej"
"03.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Tandforsikring - PRM";"-60,00";"42.626,77";"Udført";"Nej"
"03.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Apotek Fisketorvet 42152";"-60,95";"42.565,82";"Udført";"Nej"
"04.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"APPLE.COM/BILL\ \80249625\";"-499,00";"42.066,82";"Udført";"Nej"
"05.02.2025";"Øvrige udgifter                                                               ";"Fagforening                                                                   ";"Ida Ingeniørfore. i Danm";"-878,25";"41.188,57";"Udført";"Nej"
"05.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Silas Stoltenberg...";"-1.000,00";"40.188,57";"Udført";"Nej"
"05.02.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Skileje - Silas";"-450,00";"39.738,57";"Udført";"Nej"
"05.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Fra faste fællesudgifter";"10.000,00";"49.738,57";"Udført";"Nej"
"05.02.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Sydkorea 2025";"-6.804,50";"42.934,07";"Udført";"Nej"
"07.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Tryg";"991,79";"43.925,86";"Udført";"Nej"
"07.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            23710";"-42,00";"43.883,86";"Udført";"Nej"
"07.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            70493";"-22,00";"43.861,86";"Udført";"Nej"
"10.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            31585";"-17,60";"43.844,26";"Udført";"Nej"
"10.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            40712";"-19,00";"43.825,26";"Udført";"Nej"
"10.02.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"The Laundromat Caf 15750";"-123,00";"43.702,26";"Udført";"Nej"
"10.02.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"FRILUFTSLAND A/S   62366";"-418,00";"43.284,26";"Udført";"Nej"
"10.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            53032";"-43,00";"43.241,26";"Udført";"Nej"
"11.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            14001";"-22,00";"43.219,26";"Udført";"Nej"
"11.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            42593";"-22,00";"43.197,26";"Udført";"Nej"
"12.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Lee Ann Hollesen ...";"209,00";"43.406,26";"Udført";"Nej"
"12.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"TREKRONER APOTEK   84069";"-54,05";"43.352,21";"Udført";"Nej"
"13.02.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"Audible*G10Q83EV3\ \Amzn.co...";"-108,41";"43.243,80";"Udført";"Nej"
"13.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-1,63";"43.242,17";"Udført";"Nej"
"14.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"RPSTRENGTH\ \RPSTRENGTH.CO\";"-253,61";"42.988,56";"Udført";"Nej"
"14.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-3,80";"42.984,76";"Udført";"Nej"
"14.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            99027";"-22,00";"42.962,76";"Udført";"Nej"
"14.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            61754";"-22,00";"42.940,76";"Udført";"Nej"
"16.02.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-2.000,00";"40.940,76";"Udført";"Nej"
"18.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Gavebilen.dk";"-200,00";"40.740,76";"Udført";"Nej"
"20.02.2025";"Fornøjelser og fritid                                                         ";"Aviser/blade/bøger                                                            ";"AMZN Mktp DE*R89243Z54\ \AM...";"-1.349,40";"39.391,36";"Udført";"Nej"
"20.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            12472";"-22,00";"39.369,36";"Udført";"Nej"
"20.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            50499";"-43,75";"39.325,61";"Udført";"Nej"
"20.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            75741";"-19,00";"39.306,61";"Udført";"Nej"
"21.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            12718";"-22,00";"39.284,61";"Udført";"Nej"
"21.02.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            56320";"-22,00";"39.262,61";"Udført";"Nej"
"23.02.2025";"Pension, opsparing og investering                                             ";"Ratepension                                                                   ";"2024 ratepension";"-6.441,00";"32.821,61";"Udført";"Nej"
"23.02.2025";"Pension, opsparing og investering                                             ";"Værdipapirkøb                                                                 ";"Saxo Bank ASK 2024";"-6.825,00";"25.996,61";"Udført";"Nej"
"24.02.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Torve Cafeen       22872";"-35,00";"25.961,61";"Udført";"Nej"
"24.02.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-1.500,00";"24.461,61";"Udført";"Nej"
"24.02.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"Boulders ApS       30603";"-30,00";"24.431,61";"Udført";"Nej"
"25.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Retur uanbringelige udb.";"6.825,00";"31.256,61";"Udført";"Nej"
"25.02.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"SP REP FITNESS\ \TAASTRUP\";"-11.793,85";"19.462,76";"Udført";"Nej"
"25.02.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"READWISE\ \READWISE.IO  \";"-684,61";"18.778,15";"Udført";"Nej"
"25.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-10,27";"18.767,88";"Udført";"Nej"
"26.02.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Hvidovre Apotek    01212";"-299,50";"18.468,38";"Udført";"Nej"
"27.02.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"Boulders ApS       69880";"-30,00";"18.438,38";"Udført";"Nej"
"28.02.2025";"Løn og pension                                                                ";"Løn                                                                           ";"LØNOVERFØRSEL";"45.249,00";"63.687,38";"Udført";"Nej"
"28.02.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Nedbetaling huslån - PRM";"-7.298,00";"56.389,38";"Udført";"Nej"
"28.02.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Huslån - PRM";"-7.298,00";"49.091,38";"Udført";"Nej"
"01.03.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-1.000,00";"48.091,38";"Udført";"Nej"
"03.03.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"3 Danmark\ \Koebenhavn SV\";"-202,24";"47.889,14";"Udført";"Nej"
"03.03.2025";"Øvrige udgifter                                                               ";"Telefon                                                                       ";"hiper.dk           02737";"-339,00";"47.550,14";"Udført";"Nej"
"03.03.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Dagligvarer - PRM";"-4.500,00";"43.050,14";"Udført";"Nej"
"03.03.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Vuggestue - PRM";"-3.068,00";"39.982,14";"Udført";"Nej"
"03.03.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"El, vand og varme - PRM";"-1.084,00";"38.898,14";"Udført";"Nej"
"03.03.2025";"Bolig                                                                         ";"Husforsikring                                                                 ";"Hus, indboforsikr - PRM";"-387,00";"38.511,14";"Udført";"Nej"
"03.03.2025";"Transport                                                                     ";"Bilforsikring                                                                 ";"Bilforsikr, afgift - PRM";"-300,00";"38.211,14";"Udført";"Nej"
"03.03.2025";"Personforsikringer                                                            ";"Sundhedsforsikring                                                            ";"Sundhedsforsikring - PRM";"-191,00";"38.020,14";"Udført";"Nej"
"03.03.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Renovation - PRM";"-171,00";"37.849,14";"Udført";"Nej"
"03.03.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Spotify, iCloud - PRM";"-97,00";"37.752,14";"Udført";"Nej"
"03.03.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"iCloud Fastefæll.udgifte";"69,00";"37.821,14";"Udført";"Nej"
"03.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            01603";"-22,00";"37.799,14";"Udført";"Nej"
"03.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            52216";"-22,00";"37.777,14";"Udført";"Nej"
"04.03.2025";"Dagligvarer                                                                   ";"Specialforretning                                                             ";"SP UANDU.DE\ \MEERBUSCH\";"-645,85";"37.131,29";"Udført";"Nej"
"04.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            14932";"-22,00";"37.109,29";"Udført";"Nej"
"04.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            58339";"-22,00";"37.087,29";"Udført";"Nej"
"05.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            25245";"-22,00";"37.065,29";"Udført";"Nej"
"05.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            65640";"-22,00";"37.043,29";"Udført";"Nej"
"06.03.2025";"Tøj, sko og personlig pleje                                                   ";"Tøj/sko                                                                       ";"XEROSHOES.EU\ \PRAGUE\";"-637,14";"36.406,15";"Udført";"Nej"
"06.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            28723";"-22,00";"36.384,15";"Udført";"Nej"
"06.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            78960";"-22,00";"36.362,15";"Udført";"Nej"
"07.03.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"XEROSHOES.EU\ \PRAGUE\";"693,33";"37.055,48";"Udført";"Nej"
"07.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            43319";"-22,00";"37.033,48";"Udført";"Nej"
"07.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            10423";"-17,60";"37.015,88";"Udført";"Nej"
"10.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            67887";"-22,00";"36.993,88";"Udført";"Nej"
"10.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            21093";"-22,00";"36.971,88";"Udført";"Nej"
"11.03.2025";"Pension, opsparing og investering                                             ";"Værdipapirkøb                                                                 ";"Saxo Bank ASK 2024";"-6.824,89";"30.146,99";"Udført";"Nej"
"11.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            75272";"-22,00";"30.124,99";"Udført";"Nej"
"11.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            22435";"-22,00";"30.102,99";"Udført";"Nej"
"12.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            79048";"-22,00";"30.080,99";"Udført";"Nej"
"12.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            27128";"-22,00";"30.058,99";"Udført";"Nej"
"13.03.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"Audible*V797Z5WE3\ \Amzn.co...";"-103,21";"29.955,78";"Udført";"Nej"
"13.03.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-1,55";"29.954,23";"Udført";"Nej"
"14.03.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"RPSTRENGTH\ \RPSTRENGTH.CO\";"-241,06";"29.713,17";"Udført";"Nej"
"14.03.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-3,62";"29.709,55";"Udført";"Nej"
"14.03.2025";"Transport                                                                     ";"Andet                                                                         ";"holidaycars.com\ \Wetherby\";"-2.676,29";"27.033,26";"Udført";"Nej"
"14.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            90146";"-22,00";"27.011,26";"Udført";"Nej"
"14.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            40405";"-22,00";"26.989,26";"Udført";"Nej"
"17.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            16851";"-22,00";"26.967,26";"Udført";"Nej"
"18.03.2025";"Øvrige udgifter                                                               ";"Elartikler/hvidevarer                                                         ";"EUR.VEVOR.COM\ \IRELAND\";"-377,52";"26.589,74";"Udført";"Nej"
"18.03.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"holidaycars.com\ \Wetherby\";"8,67";"26.598,41";"Udført";"Nej"
"19.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            21233";"-22,00";"26.576,41";"Udført";"Nej"
"19.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            66236";"-22,00";"26.554,41";"Udført";"Nej"
"24.03.2025";"Dagligvarer                                                                   ";"Supermarked                                                                   ";"DSB 7-Eleven Koldn 46650";"-33,00";"26.521,41";"Udført";"Nej"
"24.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            46210";"-22,00";"26.499,41";"Udført";"Nej"
"24.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            89434";"-22,00";"26.477,41";"Udført";"Nej"
"25.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            45013";"-22,00";"26.455,41";"Udført";"Nej"
"25.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            95127";"-25,00";"26.430,41";"Udført";"Nej"
"26.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            61078";"-22,00";"26.408,41";"Udført";"Nej"
"26.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            99996";"-22,00";"26.386,41";"Udført";"Nej"
"27.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            62774";"-22,00";"26.364,41";"Udført";"Nej"
"27.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            09085";"-22,00";"26.342,41";"Udført";"Nej"
"28.03.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"Center For Kultur  01683";"-25,00";"26.317,41";"Udført";"Nej"
"28.03.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"Center For Kultur  01692";"-25,00";"26.292,41";"Udført";"Nej"
"28.03.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Steven Lybcke Ber...";"-150,00";"26.142,41";"Udført";"Nej"
"30.03.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Jakob Lund";"-575,00";"25.567,41";"Udført";"Nej"
"30.03.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Jakob Lund";"30,00";"25.597,41";"Udført";"Nej"
"31.03.2025";"Løn og pension                                                                ";"Løn                                                                           ";"LØNOVERFØRSEL";"45.249,00";"70.846,41";"Udført";"Nej"
"31.03.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Nedbetaling huslån - PRM";"-7.298,00";"63.548,41";"Udført";"Nej"
"31.03.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Huslån - PRM";"-7.298,00";"56.250,41";"Udført";"Nej"
"31.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            00485";"-22,00";"56.228,41";"Udført";"Nej"
"31.03.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-2.500,00";"53.728,41";"Udført";"Nej"
"31.03.2025";"Fornøjelser og fritid                                                         ";"Cykel/tilbehør                                                                ";"cyclehub.dk/       11002";"-698,00";"53.030,41";"Udført";"Nej"
"31.03.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            35877";"-22,00";"53.008,41";"Udført";"Nej"
"31.03.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Johan Peter Veste...";"-400,00";"52.608,41";"Udført";"Nej"
"01.04.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"iCloud Fastefæll.udgifte";"69,00";"52.677,41";"Udført";"Nej"
"01.04.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Dagligvarer - PRM";"-4.500,00";"48.177,41";"Udført";"Nej"
"01.04.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Vuggestue - PRM";"-3.068,00";"45.109,41";"Udført";"Nej"
"01.04.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"El, vand og varme - PRM";"-1.084,00";"44.025,41";"Udført";"Nej"
"01.04.2025";"Bolig                                                                         ";"Husforsikring                                                                 ";"Hus, indboforsikr - PRM";"-387,00";"43.638,41";"Udført";"Nej"
"01.04.2025";"Transport                                                                     ";"Bilforsikring                                                                 ";"Bilforsikr, afgift - PRM";"-300,00";"43.338,41";"Udført";"Nej"
"01.04.2025";"Personforsikringer                                                            ";"Sundhedsforsikring                                                            ";"Sundhedsforsikring - PRM";"-191,00";"43.147,41";"Udført";"Nej"
"01.04.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Renovation - PRM";"-171,00";"42.976,41";"Udført";"Nej"
"01.04.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Spotify, iCloud - PRM";"-97,00";"42.879,41";"Udført";"Nej"
"01.04.2025";"Personforsikringer                                                            ";"A-kasse                                                                       ";"Akademikernes A-Kasse";"-1.497,00";"41.382,41";"Udført";"Nej"
"01.04.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"RPM SPORTS\ \THURLES\";"-322,24";"41.060,17";"Udført";"Nej"
"01.04.2025";"Øvrige udgifter                                                               ";"Elartikler/hvidevarer                                                         ";"SP ANKER NEU\ \ROTTERDAM\";"-717,20";"40.342,97";"Udført";"Nej"
"01.04.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"3 Danmark\ \Koebenhavn SV\";"-160,00";"40.182,97";"Udført";"Nej"
"01.04.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"holidaycars.com\ \Wetherby\";"690,43";"40.873,40";"Udført";"Nej"
"01.04.2025";"Øvrige udgifter                                                               ";"Telefon                                                                       ";"hiper.dk           68923";"-339,00";"40.534,40";"Udført";"Nej"
"03.04.2025";"Bolig                                                                         ";"Vedligeholdelse                                                               ";"jem & fix          13340";"-47,95";"40.486,45";"Udført";"Nej"
"03.04.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"Arca ApS\ \Copenhagen N \";"-9,00";"40.477,45";"Udført";"Nej"
"03.04.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Orion Shanti Dals...";"-800,00";"39.677,45";"Udført";"Nej"
